MHK258	MHK259	MHK260	MHK261	MHK262	MHK263	MHK264	MHK266	MHK267	MHK268	MHK269	MHK270
Dorea longicatena	-0.0914522263769824	0.131691324937227	-0.496917334485146	-0.496917334485146	-0.539476948903943	0.70705546984079	0.694476687633929	-0.456095339964891	0.668834257020592	-0.0373850051067066	0.295320748719029	-0.379134298828763
Roseburia intestinalis	-0.178365331112979	0.160610035726352	-0.575096759252389	-0.516007842882383	-0.695056074331368	0.878449828876668	0.691238286788523	-0.491715150313338	0.859987766036934	-0.0889202707610526	0.377064598889765	-0.422189087664727
Lachnospira eligens	-0.00322745872392183	-0.052017622893354	-0.562843246659344	-0.482800538985808	-0.562843246659344	0.922542017104778	0.535769042008766	-0.482800538985808	1.01269311409907	-0.052017622893354	0.210346641574137	-0.482800538985808
Salmonella enterica	0.14904892700165	-0.151705227017484	-0.151705227017484	0.024751210324073	-0.366115098362939	-0.0838826306787226	0.327032082197007	-0.00510175282560787	-0.187423309619563	0.187270139821848	0.00993612453893267	0.247894761638283
Parabacteroides distasonis	-0.137113530794174	0.0289977134927248	0.237771324523981	0.144038846861275	-0.0478076977310211	-0.108432319547456	-0.547952932068116	0.0918324493818234	-0.336423913174599	0.309847158094061	0.125368526240742	0.239874374720761
Pontibacter kalidii	-0.38107076826161	-0.0133459881362938	0.254917998458387	0.254917998458387	0.12975485550438	-0.38107076826161	-0.498853803917994	-0.0133459881362938	-0.275710252603783	0.312076412298335	0.194293376641951	0.41743692795616
uncultured Macellibacteroides sp.	-0.0710026824964078	-0.0138442686564595	0.353880511468857	0.0915162470013655	-0.131627304312843	-0.0710026824964078	-0.506320753754254	0.140306411170798	-0.196165825450414	0.186826426805691	-0.0138442686564595	0.231278189376525
Segatella copri	-0.209201243082829	0.0932959151540933	0.191276323514296	0.0747425072583452	-0.109828769269625	-0.0571850357842028	-0.515293877377789	0.129400919796209	-0.342022156103752	0.351125024456193	0.150454328994042	0.243236062445008
Paramuribaculum intestinale	-0.0889098388663658	-0.537284850385323	1.16926342235725	0.43608421204212	1.0105970757161	-0.734491416075918	-0.902144203567544	-0.357468932587073	-0.728656242699195	0.556108638802453	0.280495390953481	-0.103593255689984
Bacteroides sp. A1C1	-0.0798854125982107	-0.0798854125982107	0.299604209106693	0.350897503494243	-0.0798854125982107	-0.0798854125982107	-0.447610192723527	0.127753952180035	-0.447610192723527	0.127753952180035	0.0632154310424635	0.245536987836418
[Ruminococcus] torques	0.0102111067181578	0.0994422404461002	-0.500614517047834	-0.500614517047834	-0.618397552704216	0.736148110101094	0.755318026208814	-0.478635610329058	0.755318026208814	0.0102111067181578	0.277690471852419	-0.54607689112459
Wujia chipingensis	0.113188002554175	0.157639765125008	-0.492947801016141	-0.675269357810095	-0.579959178005771	0.992437462747981	0.828808038966178	-0.675269357810095	0.577493610685273	-0.0334154716377011	0.200199379543804	-0.412905093342605
Ligilactobacillus ruminis	-0.492839094391178	0.405102498814781	-0.405827717401548	-0.492839094391178	-0.251677037574289	1.04109126553478	0.386410365802629	-0.288044681745165	0.590505722146144	-0.0575210231333321	-0.0285334862600797	-0.405827717401548
Coprobacter secundus	-0.167277492573087	-0.000223407909921036	0.455252120772905	0.0738845642438015	0.0375169200729264	-0.313880966764962	-0.485731223691621	0.0738845642438015	-0.367948188035237	0.268040578684759	0.0738845642438015	0.352597966712822
Aeromonas caviae	-0.263169749086037	0.369352809657473	-0.100650819588264	-0.263169749086037	-0.323794370902473	0.45896496834716	0.487135845313856	-0.206011335246089	-0.0518606554188317	0.161713444879227	-0.00534063978393817	-0.263169749086037
Monoglobus pectinilyticus	0.12449401480816	0.21150539179779	-0.481641788762156	-0.663963345556109	-0.481641788762156	0.72233101556378	0.616970499905955	-0.193959716310374	0.291548099471326	-0.0761766806539903	0.12449401480816	-0.193959716310374
Bacteroides stercoris	-0.193284074006964	0.0448722696964303	0.247948257959831	0.0901874659084729	-0.0451538819612889	-0.136125660167016	-0.529756310628177	0.0774484401310431	-0.308968473006427	0.330897340940582	0.121342633688268	0.300591991445253
Stenotrophomonas acidaminiphila	-0.481898594306941	0.0289270294590516	0.211248586253005	0.124237209263375	0.211248586253005	0.0289270294590516	0.0289270294590516	-0.664220151100894	-0.194216521855159	0.124237209263375	0.291291293926541	0.291291293926541
Aristaeella lactis	-0.121888226738163	0.252805222703248	-0.379717336040262	-0.504880478994268	-0.268491700930038	0.63721692161358	0.812421010638671	-0.379717336040262	0.188266701565677	-0.121888226738163	0.154365149889996	-0.268491700930038
Faecalibacterium taiwanense	0.0438258907736975	0.293637689170068	-0.558937228317979	-0.622653042704087	-0.389038191522582	0.799186255835215	0.960116622647853	-0.763731640963992	0.475959245964023	-0.0189124498597266	0.403199891681594	-0.622653042704087
Anaeropeptidivorans aminofermentans	0.0346038880679558	-0.322071055870778	-0.322071055870778	-0.322071055870778	-0.476221735698036	0.504607517313691	0.565232139130126	-0.070756627589871	0.504607517313691	-0.070756627589871	0.296968152535445	-0.322071055870778
Bacteroides humanifaecis	-0.207417772865522	-0.0896347372091384	0.603512443350806	0.0645159426181188	0.111035958253012	-0.415057137643768	-0.582111222306933	0.155487720823846	-0.271956294003093	0.278090042916178	0.155487720823846	0.198047335242642
Blautia obeum	-0.0663770082469632	0.189147952570287	-0.629162370943665	-0.503999227989659	-0.629162370943665	0.805922154345658	0.620420944634324	-0.44684081414971	0.934813167413679	-0.118336747177674	0.309107267649265	-0.465532947161862
Caproicibacterium argilliputei	-0.00470185406474322	0.331770382556471	-0.515527477830734	-0.602538854820363	-0.435484770157197	0.783755506299528	1.07710331628699	-0.515527477830734	0.366861702367741	-0.227845405378952	0.177619702729212	-0.435484770157197
Xanthomonas euvesicatoria	-0.159721882401495	0.459317326004728	0.269273723116863	0	-0.0261904897769725	0	0.602418169645401	-0.547487413410259	0	-0.0907290109145436	-0.233829854555218	-0.273050567708498
Enterocloster bolteae	-0.045412848771468	0.347258907876786	-0.56048476341891	-0.596589768061026	-0.522219225339956	0.760798151513214	1.10615096318217	-0.661128289198597	0.672840252919554	-0.00594770656250265	-0.0390770303223826	-0.45618864381687
Prevotella multiformis	-0.148365421729314	0.0862068254085191	0.130658587979353	0.0585552940780092	-0.136936725905691	-0.0191536902493077	-0.503399676210586	0.147900394413859	-0.337607421367842	0.362460202036677	0.121924908010598	0.23775672353572
Coprococcus comes	-0.136067817363633	-0.0450960391579063	0.532981811617252	-0.668284631110941	-0.911906713768691	0.532981811617252	0.524818500978091	-0.87800516209301	0.946544129958036	0.885583430168349	-0.0307073017058066	-0.752842019139004
Serratia marcescens	-0.257005106557411	0.122484515147493	-0.182897134403689	-0.049365741779166	-0.182897134403689	0.313539751910202	0.222567973704475	-0.257005106557411	0.0112588800372695	0.0684172938772178	0.122484515147493	0.0684172938772178
Blautia wexlerae	-0.117812793292871	0.200640937825663	-0.517612163865358	-0.534706597224659	-0.484275743597767	0.926311310091169	0.756708525704989	-0.468015222725986	0.667540581133808	-2.97576364882701e-05	0.141048840623418	-0.569797917035928
Prevotella sp. E13-17	-0.171589005791724	0.172373902558648	0.0107325510022314	0.0452187270734008	-0.318746650128011	0.0948156682127728	-0.535811155365838	0.194515028435861	-0.259557778737681	0.416197659110396	0.194515028435861	0.157336025194107
Hymenobacter volaticus	-0.298431419078538	0.107033689029626	0.330177240343836	0.187076396703162	0.187076396703162	-0.298431419078538	-0.58611349153032	0.0200223120399965	-0.431962811703061	0.261184368856885	0.261184368856885	0.261184368856885
Akkermansia muciniphila	-0.301062168985973	-0.257577057046234	1.2767704040328	0.403134847760558	0.744305605163325	-0.301062168985973	-0.279083262267197	-0.611217097289813	-0.156480940174865	-0.100391473523821	-0.0472816482098732	-0.370055040472923
Alistipes ihumii	-0.0979918668148416	0.166394643033417	0.48392967863488	0.298662611611168	0.333448727696584	-0.600083810612078	-0.536904908990546	-0.254337937205535	-0.600083810612078	0.399588530201129	0.358766535680873	0.0486116073770342
uncultured Acetobacteroides sp.	-0.176680690676699	0.0143745460860103	0.37538789162334	0.136976868178342	0.0569341605048059	-0.413069468740929	-0.348530947603358	0.0143745460860103	-0.287906325786922	0.211084840332065	0.136976868178342	0.280077711819017
Butyrivibrio proteoclasticus	0.189077865927244	-0.098604206524536	-0.591080691622331	-0.504069314632702	-0.504069314632702	0.748693653862667	0.942849668303625	-0.591080691622331	0.981315949131421	-0.155762620364484	0.26912057360078	-0.686390871426655
Proteiniphilum saccharofermentans	-0.152398911846179	-0.0390702265391756	0.478872864995679	0.1252328247521	0.155085787901782	-0.480902978818214	-0.538061392658163	0.0944611660853472	-0.23578052078523	0.21224420174173	0.0627124677707673	0.317604717399557
Taurinivorans muris	0.0135161425609169	0.48730049464656	-0.592619661009397	-0.649778074849346	-0.487259145351572	0.821073674298607	1.09171955959782	-0.487259145351572	0.448834213818763	-0.115695588919088	0.180570227224083	-0.710402696665781
Prevotella intermedia	-0.11316226924743	0.0396004853049803	0.186582675653626	0.0883906494744124	-0.132770740635806	0.0227933669885996	-0.513784752879806	0.134910665109306	-0.317074458633751	0.321012944743166	0.104139006442552	0.17936242768014
Phocaeicola dorei	-0.131064648071977	0.054652497723116	0.181807673208363	0.0961522286298688	-0.151683935274713	0.0375580643638154	-0.605158262569238	0.159165196458603	-0.285215327899235	0.333823880506988	0.128154959716042	0.181807673208363
Prevotella sp. oral taxon 299	-0.0696971500683023	0.0320855442416406	0.0320855442416406	0.0320855442416406	-0.266407444314357	0.0946059012229732	-0.511529902347341	0.181617278212603	-0.223847829895561	0.335767958039862	0.181617278212603	0.181617278212603
Faecalibacterium sp. IP-3-29	-0.240917488367197	0.624079949119407	-0.934064668927142	-0.934064668927142	-0.240917488367197	0.770683423311283	0.975477835957296	-0.37444888099172	0.570012727849132	-0.0177739370529864	0.512854314009184	-0.710921117612932
Anaerocolumna sp. MB42-C2	0.0418703720144542	-0.0152880418254941	-0.450606113083341	-0.651276808545491	-0.651276808545491	0.552695995780445	1.12179052767041	-0.283552028420175	0.958161103888608	-0.140451184779501	0.286992830047438	-0.769059844201875
Chordicoccus furentiruminis	0.0383690957415492	0.178131038116708	-0.605987920648965	-0.81729701431617	-0.472456528024442	0.892784423897616	0.871278218676653	-0.559467905014071	0.768330249424211	-0.0951622968829735	0.156152131397932	-0.354673492368058
Oscillibacter sp. PEA192	-0.369714506087782	0.695745575263428	-0.959677450412496	-0.940259364555395	-0.466656451280012	1.1605860857876	1.4602548534326	-0.635890373318599	0.853101386039635	-0.327154891668986	0.460355050339245	-0.930689913539244
Anaerotruncus colihominis	-0.259671597972731	0.777745129668459	-0.561146992556847	-0.721489642632027	-0.455786476899021	0.787407040580196	0.848031662396632	-0.316024534523862	0.391511383488183	-0.131290431324524	0.220553585344543	-0.579839125568999
Ruthenibacterium lactatiformans	0.41245461830436	0.588641186530798	-0.813157361125057	-0.72354520243537	-0.472230774154465	0.897256468649045	1.06821426679268	-0.590013809810848	0.439605607370311	-0.218450253378365	0.163757992565532	-0.752532739308623
Parabacteroides johnsonii	-0.243785816602753	0.00405034730182763	0.241721999178947	0.0746679145157811	-0.0719355596760947	-0.183161194786319	-0.490645894534279	0.0516783962910825	-0.045960073272834	0.260770194149642	0.0516783962910825	0.350921291143939
Curtobacterium flaccumfaciens	-1.3108970594565	0.463923894043511	0.124556537621471	2.30878186041405	-0.0884905534417291	-0.546691957630837	-0.344709356437725	0.393146062713952	-0.309923240352309	0.341035865826552	-0.207130120199729	-0.823601933100707
Anaerostipes sp. PC18	-0.220188282072839	0.299111968684124	-0.703040053796423	-0.604599980983171	-0.138510251058571	0.864138049347794	0.708787609328632	-0.486816945326788	0.78169438013672	-0.11909216520147	0.192343993258418	-0.573828322316418
Streptomyces sp. NBC_01324	-1.07739163381341	0.30890272730648	0.30890272730648	1.08209261553996	0.463053407133739	-1.07739163381341	-0.566566010047419	-0.384244453253466	-0.566566010047419	0.388945434980016	0.657209421574697	0.463053407133739
Agathobaculum massiliense	0.0926973983590287	0.326312249540534	-0.366834931019412	-0.453846308009042	-0.618149359300317	0.624357109027861	0.92484345372563	-0.654517003471192	0.4190939829915	0.4190939829915	0.192780856916011	-0.905831431752099
Megasphaera stantonii	0.17505589389722	0.17505589389722	-0.230409214210944	-0.741234837976936	-0.335769729868771	0.645059523142955	0.68588151766321	-0.13509903440662	0.17505589389722	-0.230409214210944	-0.13509903440662	-0.0480876574169908
Bacillus cereus	-0.0259423758231989	0.635456106422167	-0.313624448274981	-0.0259423758231989	-0.495946005068934	0.962669017630582	-0.0259423758231989	0.0346822459932365	0.336963117866169	-0.495946005068934	-0.09048089696077	-0.495946005068934
Acidaminococcus intestini	-0.211520228908197	0.5506198231387	-0.54799246552941	-1.0588180892954	-0.0779888362836747	0.787008601202929	1.33907718350297	-0.365670908735456	0.24046489483486	-0.365670908735456	-0.211520228908197	-0.0779888362836747
Duncaniella dubosii	-0.00561534679348252	-0.14180620828613	0.567033848361408	0.159660342727483	0.118718952350123	-0.375658932206842	-0.495994161581789	0.111729408168411	-0.344343647541378	0.173885333658831	-0.0353488121750694	0.267739223318431
Prevotella bivia	-0.293924987524578	0.130958206440686	0.0509154987671501	0.130958206440686	-0.182699352414355	0.0509154987671501	-0.488081001965536	0.130958206440686	-0.23676657368463	0.369369229885685	0.168698534423534	0.168698534423534
Massilistercora timonensis	0.344828555897196	0.126139354932366	-0.790151376941789	-0.753783732770914	-0.718692412959644	0.64581459397534	1.02599954541043	-0.0970041963818433	0.738317472958644	-0.115696329393996	0.0166551220906781	-0.422426596816472
Ruminococcus sp. SR1/5	-0.00866432604375156	0.0603285454432001	-0.45049707832279	-0.121993011350755	-0.701811506603697	0.530332174688936	0.530332174688936	-0.296346398495533	0.736668607686764	-0.0827722981974741	0.372703230485352	-0.568280113979174
Ruminococcus champanellensis	-0.010338596236716	0.384315595767232	-0.671737078482082	-0.225449975853662	-0.266271970373918	0.818354076319452	0.998325455768454	-0.736275599619653	0.269246265982445	-0.186229262700381	0.362336689048457	-0.736275599619653
Stomatobaculum sp. F0698	0.137349338715426	0.0928975761445923	-0.433195519752188	-0.513238227425724	-0.513238227425724	0.933680755510602	0.913878128214423	-0.600249604415353	0.369150952772751	-0.0537058980472835	0.179908953134222	-0.513238227425724
Sellimonas intestinalis	0.0506448808214879	-0.0421368526294783	-0.605230904941226	-0.581133353362165	-0.557602855951971	0.579036828305378	0.890683181195888	-0.447601960737642	0.756370843588294	0.100037636151065	0.325587927495839	-0.468655369935475
Alistipes onderdonkii	0.128185557309988	0.244349764395424	0.586361394486675	0.333021443941449	0.559080449215783	-0.747507169293365	-0.554933684063833	-0.526516471340257	-0.77475681174074	0.460489785332296	0.537004497516583	-0.244778755759993
Alistipes sp. i18-0019-D1	0.198552229355389	0.323715372309395	0.681627940168477	0.383793496252679	0.644137331252979	-0.753456585120845	-0.709004822550011	-0.691763016115505	-0.910642168643258	0.547477927047889	0.639632819131874	-0.354070523089063
Paraflavitalea soli	-0.0979142957308614	0.164449968736628	0.0844072610630917	-0.00260411592653753	-0.203274811388688	-0.0979142957308614	-0.321057847045072	0.164449968736628	-0.321057847045072	0.238557940890351	0.0844072610630917	0.307550812377302
Alistipes dispar	0.147372636182633	0.300612983675746	0.627476361190322	0.386941067164243	0.5944237780689	-0.769714591153781	-0.545774544377312	-0.689365463989568	-0.861445526731326	0.531377693271028	0.604555576999307	-0.3264599703002
Solibaculum mannosilyticum	0.142695964905539	0.422997930059697	-0.675614358608412	-0.611075837470841	-0.439225580544182	0.835843145465485	0.920400533493548	-0.550451215654405	0.528358445717524	-0.125568021689141	0.227253352933602	-0.675614358608412
Blautia sp. SC05B48	0.0877330658458142	0.171114674784866	-0.649865877284965	-0.275172427843554	-0.649865877284965	0.535757788372774	0.884064482640991	-0.482811792621799	0.665810916620972	-0.15738939218717	0.210335387938146	-0.339710948981125
Alkalitalea saponilacus	-0.102714491580535	-0.102714491580535	0.0979562038816155	0.0979562038816155	0.00264602407729164	-0.102714491580535	-0.220497527236919	0.00264602407729164	-0.220497527236919	0.184967580871245	0.0979562038816155	0.265010288544781
Clostridium sp. C1	-0.0905494355649861	-0.378231508016768	0.227904295553548	-0.560553064810721	-0.560553064810721	-0.224080828189509	0.314915672543178	0.0272336000913977	1.41352796121129	-0.224080828189509	0.0272336000913977	0.0272336000913977
Streptococcus suis	0.084824014984342	0.084824014984342	-0.177540249483148	-0.400683800797358	-0.177540249483148	0.610917110881122	0.410246415418971	-0.68836587324914	0.158931987138065	0.00478130731080562	0.00478130731080562	0.084824014984342
Stenotrophomonas maltophilia	-0.380032564335892	0.146060531560888	0.0995405159259946	0.190512294131722	-0.000542942630987753	-0.000542942630987753	0.146060531560888	-0.236931720695218	-0.236931720695218	-0.000542942630987753	0.273893903070773	-0.000542942630987753
Clostridium thermosuccinogenes	-0.0763168545025739	0.0290436611552529	-0.194099890158958	-0.194099890158958	-0.194099890158958	0.434508769263417	0.559671912217423	-0.481781962610739	0.291407925622742	0.0290436611552529	0.124353840959577	-0.32763128278348
[Clostridium] symbiosum	0.595496692251094	0.0661764858489393	-0.50573682989689	-0.113481953525532	-0.895576620101973	0.720813811647009	0.499400863591378	-0.231930103938725	0.519372996778294	0.0207141117721825	0.0207141117721825	-0.695963566197958
Tellurirhabdus rosea	-0.209572483202876	0.169917138502027	0.27000059705901	0.0586915033918043	-0.0664716395622023	-0.0664716395622023	-0.471936747670366	-0.0664716395622023	-0.376626567866042	0.316520612693903	0.221210432889578	0.221210432889578
Caproicibacterium amylolyticum	0.205213234508385	0.344975176883544	-0.487933946051559	-0.487933946051559	-0.305612389257606	0.576776790940869	0.993670594872656	-0.593294461709386	0.344975176883544	-0.151461709430347	0.153919940120835	-0.593294461709386
Blautia argi	-0.175421648545984	0.199271800895427	-0.656394309162294	-0.445085215495086	-0.57183692113423	0.653527073173023	0.613035711818286	-0.376092344008136	0.834525003036469	-0.0238717504187829	0.442217979505816	-0.493875379664519
Petrimonas mucosa	-0.135504367679024	-0.00197297505450145	0.221170576259707	0.0971179275897294	-0.0230263842523346	-0.235587826236007	-0.376666424495913	0.078069732619034	-0.289655047506283	0.237699878210918	0.0388490194657534	0.389505891078922
Bacteroides luhongzhouii	-0.0237982530646441	0.359193999191462	0.347765303367839	0.324508441203572	0.0715119267396815	-0.380473197003376	-0.78593830511154	0.0865498041042221	-0.267995213576686	0.370493554445395	0.00899156975834714	-0.110809630054273
Blautia hansenii	-0.201999278370249	0.00709251948831024	-0.630994883888608	-0.562002012401656	-0.70510285604233	0.601148797404024	0.661773419220459	-0.0919983831559206	1.02723319271492	0.0972436164826069	0.502708724590772	-0.70510285604233
Pseudobacter ginsenosidimutans	-0.181517898089583	0.0596441587273056	0.193175551351828	0.253800173168264	-0.014463813426417	-0.181517898089583	-0.499971629208117	0.0596441587273056	-0.382188593551733	0.310958587008212	0.128637030214257	0.253800173168264
Megamonas hypermegale	0.163458279610357	0.0764469026207273	-0.242006828497807	-0.37553822112233	-0.37553822112233	0.511764973878574	0.568923387718522	-0.242006828497807	-0.124223792841423	-0.0188632771835966	0.0764469026207273	-0.0188632771835966
Fulvitalea axinellae	-0.0755197703029165	-0.0755197703029165	0.416956714794878	0.234635158000923	0.165642286513972	-0.276190465765067	-0.527504894045974	0.0114916066867128	-0.276190465765067	0.0915343143602492	0.0114916066867128	0.299173679138494
Thermophilibacter mediterraneus	-0.162132397462482	0.205592382662834	-0.162132397462482	-0.279915433118866	-0.279915433118866	0.585082004367738	0.859518850069499	-0.749919062364601	0.279700354816557	-0.162132397462482	0.279700354816557	-0.413446825743389
Prevotella corporis	-0.115956632087764	0.146407632379727	0.0663649247061908	-0.0469637606008124	-0.286914430231404	0.112884940341083	-0.472631576026497	0.189425017463417	-0.270107311915023	0.362935944575217	0.146407632379727	0.168147619016133
Marvinbryantia formatexigens	-0.00212730899064351	0.137634633384515	-0.599964309746264	-0.599964309746264	-0.613036391313617	0.846190439297305	0.861365237316541	-0.328649214758689	0.673001366066623	-0.0762352811443661	0.168218056756595	-0.466432917121741
Prevotella sp. oral taxon 475	-0.117114785772589	0.085826058224101	0.085826058224101	0.0959784296881185	-0.236461543405156	0.0117180860703794	-0.491808235214	0.164297673665596	-0.294448801055505	0.368393030009111	0.135587567783165	0.192206461782673
Eshraghiella crossota	0.699971971819601	-0.0108747858397447	-0.570490573775167	-0.509865951958732	-0.778129938553413	0.699971971819601	0.645904750549326	-0.570490573775167	0.876428409161158	-0.124203471146748	0.212268765474465	-0.570490573775167
Oscillibacter hominis	-0.181399988861315	0.709419384164525	-0.949115864918769	-0.98190568774176	-0.516077429906505	1.16129281974083	1.413562399399	-0.612643628297556	0.725263713185675	-0.302181527513955	0.414339004231299	-0.880553193481473
uncultured Subdoligranulum sp.	0.0924342374736238	0.396116651271845	-0.611523859190537	-0.726593188975325	-0.528142250251486	0.827692903383696	1.06516628025273	-0.508339622955306	0.522679374580275	-0.0963598338259484	0.269364945632702	-0.702495637396264
Bacteroides nordii	-0.074728710717662	0.0170788385354612	0.264487011849302	0.178720190091878	-0.0369883827348145	-0.175824827589031	-0.560236526499362	0.132910654060583	-0.219309939528769	0.278092663905081	0.0170788385354612	0.178720190091878
Porphyromonas crevioricanis	-0.00678828685651922	-0.0639467006964676	0.360936493268797	0.147362392970738	0.0985722288013058	-0.412253394964685	-0.412253394964685	0.0985722288013058	-0.189109843650474	0.147362392970738	-0.00678828685651922	0.238334171176465
Pontibacter russatus	-0.273871283109866	-0.0115070186423765	0.46806606161951	0.0626009535113461	0.131593824998298	-0.273871283109866	-0.379231798767693	0.131593824998298	-0.379231798767693	0.196132346135869	0.131593824998298	0.196132346135869
Larkinella insperata	-0.193645643807024	0.0475164130098644	-0.106634266817395	-0.0265915591438581	-0.394316339269174	0.116509284496816	-0.288955823611348	0.241672427450823	-0.106634266817395	0.352898062561046	0.241672427450823	0.116509284496816
Cloacibacillus porcorum	-0.19543085742575	1.00854194690019	-0.600895965533915	-1.00636107364208	-0.783217522327869	1.45749216694809	1.07308046803776	-0.313213893082134	0.315394766340241	-0.313213893082134	-0.19543085742575	-0.446745285706657
Herbinix luporum	0.0523353790947585	-0.0588902560154647	-0.407196950283682	-0.589518507077635	-0.494208327273311	0.541883604413465	0.869096515621881	-0.407196950283682	0.821468466632626	-0.1195148778319	0.198938853286634	-0.407196950283682
Dorea formicigenerans	-0.0638848620975212	0.19847940236997	-0.608612037539193	-0.574710485863512	-0.643703357350463	0.852405869776634	0.751479951186673	-0.449547342909506	0.794776756939997	-0.0056159539735452	0.19847940236997	-0.449547342909506
Petrimonas sp.	-0.0998986593260796	-0.0458314380558047	0.341934092952959	0.228605407645956	0.1877834131257	-0.425321059760709	-0.592375144423874	0.00546185633174545	-0.351213087606986	0.228605407645956	0.145223798706905	0.37702541276423
Faecalibacterium sp. I3-3-89	-0.0359934471707231	0.657153733389222	-0.803248599884391	-0.803248599884391	-0.53498461328971	1.09771016130866	1.33228240844649	-0.595609235106146	0.5236223407647	-0.277155503987611	0.242719955298297	-0.803248599884391
Paraprevotella clara	-0.235970579191373	0.0723307804631439	0.187843667584988	0.0620742802959544	-0.0467285795528447	-0.105917450943175	-0.561392979626001	0.122092290022207	-0.278530193610169	0.331550388251163	0.169494528916792	0.283153847389313
Aristaeella hokkaidonensis	0.0897366836692033	0.217570055179088	-0.436356412227576	-0.603410496890742	-0.436356412227576	0.662255876440534	0.930519863035213	-0.362248440073854	0.365990060297362	-0.168092425632896	0.176748060658833	-0.436356412227576
Prevotella sp. E9-3	-0.183458272714463	0.142473681871317	0.095007144632393	0.015542973278146	-0.230415255802235	0.095007144632393	-0.544072814657277	0.194098047276624	-0.310457963475772	0.382689217084174	0.181439650404701	0.162146447470022
Mangrovibacterium marinum	-0.262512011640913	-0.0393684603267026	0.430635168919032	0.297103776294509	0.0857946826273039	-0.349523388630542	-0.550194084092693	0.0251700608108685	-0.349523388630542	0.343623791929403	0.0251700608108685	0.343623791929403
Bacteroides faecium	-0.0451808052286236	0.502071676351083	0.428055933849259	0.428055933849259	0.127596210561761	-0.543989116990597	-0.915894028606459	0.0902917073842442	-0.232697178899683	0.385861144669191	-0.0246672653955207	-0.199504211543919
Anaerostipes caccae	-0.14966985478139	0.101644573499516	-0.591502607060429	-0.537435385790154	-0.346380149027445	1.00676200477555	0.707780377069832	-0.346380149027445	0.595663078949126	-0.186037498952265	0.231697701747714	-0.486142091402604
Lacrimispora xylanisolvens	-0.0756978858002864	0.022742187012966	-0.552621957890596	-0.498554736620321	-0.447261442232771	0.731393554108877	0.731393554108877	-0.264939885438816	0.791112788810499	-0.184897177765279	0.194592443939625	-0.447261442232771
Lacrimispora xylanolytica	-0.118848279869466	-0.0762886654506705	-0.615285166183357	-0.615285166183357	-0.481753773558834	0.823194948107104	0.752990689433855	-0.258610222244625	0.806100514747803	-0.0354666709304148	0.301005565690798	-0.481753773558834
Sporofaciens musculi	0.188754883877383	0.30087218199809	-0.487585178366181	-0.487585178366181	-0.333434498538923	0.802565322200808	0.706337290106253	-0.630686022006855	0.373897317012979	-0.0821200702580169	0.359712682021023	-0.710728729680391
Enterocloster clostridioformis	-0.230727807305905	0.0339647469211775	-0.591741152843236	-0.500391374255008	-0.34624069442775	1.01421243550825	0.629473457917206	-0.380846223605225	0.734064446796004	-0.100231318376537	0.184787636655761	-0.446324152984732
Eubacterium ventriosum	-0.0404496564550652	0.00607035917982834	-0.600065444390488	-0.194600336282322	-0.782387001184441	0.846853538545838	0.441388430437674	-0.687076821380117	0.958079173656063	0.210864771825841	0.441388430437674	-0.600065444390488
Citrobacter freundii	0.17806760821145	0.0513159025723064	0.201598105621644	0.129277444042018	-0.0938661072721914	0.247060479698401	0.332218288038709	-0.468559556713602	-0.263765144067589	-0.125614805586771	-0.0938661072721914	-0.0938661072721914
Pseudomonas fulva	-0.16355337503775	0.359694768726797	-0.16355337503775	-0.451235447489532	-0.228091896175322	0.154900356080784	0.0082968818889082	0.108380340445891	-0.16355337503775	0.32195444074395	0.108380340445891	0.108380340445891
Duncaniella sp. C9	-0.262889215883447	0.0141091877243129	0.255115189609549	-0.176658643161842	0.00422985380465413	-0.0930126937507252	-0.343112055053463	0.16395945825004	-0.0695811621479256	0.208554298420276	0.123176641774414	0.176109140414165
Butyricimonas faecalis	-0.0688733314717123	-0.0688733314717123	0.287801612467019	0.182441096809194	0.000119540015239394	-0.405345568092924	-0.3100353882886	0.0646580611528105	-0.223024011298971	0.182441096809194	-0.0688733314717123	0.427563554842179
Bacteroides graminisolvens	-0.31139240779672	0.0940727003114441	0.276394257105399	0.199433215969271	0.0250798288244933	-0.246853886659149	-0.62154733610056	0.11605160703022	-0.31139240779672	0.347853221087544	0.137557812251183	0.294743395773596
Prevotella herbatica	-0.0913693776156155	0.15549070031591	0.123742002001331	-0.0521486644623348	-0.265722764760394	0.123742002001331	-0.671187872868558	0.186262358982663	-0.314512928929826	0.403326864220491	0.216115322132345	0.186262358982663
Faecalibacterium sp. I4-3-84	-0.0847457978637305	0.561881367061321	-0.873203158228	-0.536730921606788	-0.536730921606788	0.918556311000055	1.18092057546755	-0.690881601434047	0.695412759685844	-0.180055977668054	0.0823082867994351	-0.536730921606788
Butyrivibrio fibrisolvens	0.0188772461345303	-0.0219447483857245	-0.560941249118412	-0.49194837763146	-0.560941249118412	0.770293334818451	0.877538865172049	-0.427409856493889	0.816384442018719	-0.155476141010247	0.132205931441534	-0.396638197827136
Achromobacter spanius	-0.0589756833061923	-0.0589756833061923	0.0280356936834369	0.108078401356973	-0.0589756833061923	0.251179244997648	0.108078401356973	-0.154285863110516	-0.154285863110516	0.108078401356973	-0.0589756833061923	-0.0589756833061923
